source,split,image,image_path,caption,category,caption_length
NWPU,train,NWPU_15817.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15817.jpg,The medium residential is on the grass next to some trees and road .,vegetation,14
RSICD,train,RSICD_2568.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2568.jpg,many buildings and green trees are in a dense residential area .,vegetation,12
NWPU,train,NWPU_26977.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26977.jpg,The circular stadium is built on a concrete floor next to the residential area .,urban,15
NWPU,train,NWPU_23872.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23872.jpg,Many large and small ice cubes are scattered on the blue sea .,water,13
RSICD,train,RSICD_9639.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9639.jpg,many green trees are near a viaduct .,vegetation,8
UCM,train,UCM_959.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_959.jpg,This is a part of a golf course with green turfs and some bunkers .,vegetation,15
NWPU,train,NWPU_5408.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5408.jpg,There are two yellow circular farmlands next to each other .,unknown,11
RSICD,train,RSICD_10471.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10471.jpg,a playground and some green plants are next to a road .,vegetation,12
NWPU,train,NWPU_14402.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14402.jpg,The deep green lake lies in farmland and a town is next to it .,vegetation,15
NWPU,train,NWPU_2986.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2986.jpg,There is a boat under the bridge .,transportation,8
NWPU,train,NWPU_2939.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2939.jpg,"A bridge connects the land on both sides of the green river, And there is a large farmland on the land .",vegetation,22
NWPU,train,NWPU_27403.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27403.jpg,The grass is beside the storage tanks .,vegetation,8
UCM,train,UCM_1329.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1329.jpg,Many mobile homes arranged in lines in the mobile home park .,vegetation,12
NWPU,train,NWPU_5892.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5892.jpg,The white cloud is above green land and blue sea .,vegetation,11
NWPU,train,NWPU_10220.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10220.jpg,There are several bunkers and lakes and a few paths and many trees on a large green lawn on the golf course .,vegetation,23
NWPU,train,NWPU_6487.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_6487.jpg,There is not much traffic on the roads downtown .,urban,10
RSICD,train,RSICD_1310.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1310.jpg,the two straight bridges across the river seems beautiful .,water,10
NWPU,train,NWPU_22876.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22876.jpg,The roundabout with some exits and entrances is in the residential area and some trees are in the middle of the roundabout .,urban,23
NWPU,train,NWPU_17122.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_17122.jpg,The mountain is consist of half of black soil and half of green plants .,vegetation,15
RSICD,train,RSICD_2075.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2075.jpg,the white church is located in the center of the square .,unknown,12
NWPU,train,NWPU_29682.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29682.jpg,There are many buildings of different shapes next to the thermal power station .,infrastructure,14
RSICD,train,RSICD_494.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_494.jpg,it is a piece of yellow bare land.,landscape,8
RSICD,train,RSICD_3687.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3687.jpg,many green trees are in a piece of forest .,vegetation,10
NWPU,train,NWPU_23169.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23169.jpg,There are empty land beside the runway .,landscape,8
NWPU,train,NWPU_17049.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_17049.jpg,The folded mountain consists of a number of ridges and valleys and is covered with some vegetation .,vegetation,18
RSICD,train,RSICD_7819.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7819.jpg,farmlands and urban areas are in two sides of a river with an island in it .,urban,17
NWPU,train,NWPU_8688.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8688.jpg,A dense forest with many green trees .,vegetation,8
UCM,train,UCM_1642.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1642.jpg,There are two rows of trees on both banks of the river .,water,13
NWPU,train,NWPU_2443.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2443.jpg,The beach with khaki sand and the color of the seawater is green .,vegetation,14
NWPU,train,NWPU_2456.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2456.jpg,The beach is composed of blue seawater and a coast with sparse plants .,water,14
NWPU,train,NWPU_11220.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11220.jpg,The harbor with lots of neatly docked boats and a lagoon is next to the harbor .,water,17
NWPU,train,NWPU_26699.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26699.jpg,The stadium is on the bare land next to some buildings and roads .,landscape,14
NWPU,train,NWPU_13110.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13110.jpg,There are some green trees and brown trees beside the intersection .,vegetation,12
RSICD,train,RSICD_10490.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10490.jpg,there is only one plane in this large open space .,airport,11
RSICD,train,RSICD_961.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_961.jpg,a beach is near an ocean with white waves .,water,10
NWPU,train,NWPU_25942.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_25942.jpg,A sparse residential area with many green trees and two black buildings .,vegetation,13
RSICD,train,RSICD_7164.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7164.jpg,many buildings are in two sides of a railway station .,transportation,11
UCM,train,UCM_1335.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1335.jpg,Many mobile homes are arranged haphazardly in the mobile home park with plants flourish .,vegetation,15
RSICD,train,RSICD_110.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_110.jpg,many planes are parked near a large building in a large airport with several runways with a plane .,airport,19
RSICD,train,RSICD_4130.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4130.jpg,a large number of factories have been built in the industrial district .,infrastructure,13
RSICD,train,RSICD_3629.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3629.jpg,many green trees are in a crowded forest .,vegetation,9
UCM,train,UCM_1671.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1671.jpg,It is a river with some plants on both banks of the river .,water,14
UCM,train,UCM_660.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_660.jpg,This is a dense residential area .,urban,7
NWPU,train,NWPU_3928.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3928.jpg,You can see a lot of weeds on this desert .,landscape,11
RSICD,train,RSICD_9475.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9475.jpg,many storage tanks stand on the land .,landscape,8
RSICD,train,RSICD_9339.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9339.jpg,"there are several trains, railways, buildings, road and many cars .",transportation,11
NWPU,train,NWPU_22817.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22817.jpg,There are some buildings and green trees beside the roundabout .,vegetation,11
RSICD,train,RSICD_57.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_57.jpg,some planes are parked in an airport .,airport,8
UCM,train,UCM_1726.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1726.jpg,There are some mark lines and a number and a letter R on the straight runway .,airport,17
NWPU,train,NWPU_15913.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15913.jpg,There are some buildings on brown lawns on the medium residential area .,urban,13
NWPU,train,NWPU_1552.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1552.jpg,There were a lot of cars parked near the basketball court .,unknown,12
RSICD,train,RSICD_2394.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2394.jpg,many trade buildings and some green trees are in a commercial area .,vegetation,13
RSICD,train,RSICD_2369.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2369.jpg,the trees surround the road and the cars are on the road .,transportation,13
NWPU,train,NWPU_5606.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5606.jpg,The white cloud is above green land and blue sea .,vegetation,11
UCM,train,UCM_2062.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_2062.jpg,There are three tennis courts arranged neatly with a road beside .,transportation,12
UCM,train,UCM_863.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_863.jpg,Two straight freeways in the desert with some cars on them .,landscape,12
RSICD,train,RSICD_2044.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2044.jpg,a church is near a road with many cars .,transportation,10
RSICD,train,RSICD_9621.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9621.jpg,many green meadow and a parking lot are near a viaduct .,vegetation,12
NWPU,train,NWPU_29444.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29444.jpg,There are many buildings of different shapes next to the thermal power station .,infrastructure,14
UCM,train,UCM_1639.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1639.jpg,There are two rows of trees on both banks of the river with grass on the ground .,vegetation,18
NWPU,train,NWPU_8822.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8822.jpg,Many exuberant trees are in a forest and the leaves cast a black shadow .,vegetation,15
RSICD,train,RSICD_1062.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1062.jpg,yellow beach and green trees are near a piece of blue ocean .,water,13
NWPU,train,NWPU_22882.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22882.jpg,The roundabout is on the grass next to trees and buildings .,vegetation,12
UCM,train,UCM_1369.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1369.jpg,Many mobile homes are arranged haphazardly in the mobile home park .,vegetation,12
RSICD,train,RSICD_10272.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10272.jpg,two forked bridge across a dark blue river .,transportation,9
RSICD,train,RSICD_8960.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8960.jpg,many green trees are near a large stadium .,vegetation,9
NWPU,train,NWPU_26214.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26214.jpg,A path leads to this house with black roof .,urban,10
RSICD,train,RSICD_3902.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3902.jpg,some buildings and bare land are in an industrial area.,landscape,10
NWPU,train,NWPU_20573.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20573.jpg,There are some green bushes beside the white railway station .,vegetation,11
RSICD,train,RSICD_207.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_207.jpg,some planes are near several buildings with parking lots in an airport .,airport,13
NWPU,train,NWPU_24628.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24628.jpg,There are six ships in the black water on the shore .,water,12
NWPU,train,NWPU_24066.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24066.jpg,One piece of sea ice on a calm sea .,water,10
RSICD,train,RSICD_946.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_946.jpg,a yellow beach is near a piece of green ocean .,water,11
RSICD,train,RSICD_3741.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3741.jpg,many green trees are in a piece of front .,vegetation,10
NWPU,train,NWPU_31296.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31296.jpg,"Several planes of different sizes are parked in a clearing, With many buildings next to the plane .",airport,18
NWPU,train,NWPU_343.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_343.jpg,An airport with some parallel runways and an open area in the vacant lot and some villages beside .,airport,19
UCM,train,UCM_1776.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1776.jpg,It is a straight runway with some white mark lines on it .,airport,13
NWPU,train,NWPU_22624.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22624.jpg,"There are several moving vehicles on the road at the roundabout, With some trees and a large lawn around the roundabout .",transportation,22
NWPU,train,NWPU_8732.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8732.jpg,A dense forest with many green trees .,vegetation,8
RSICD,train,RSICD_1434.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1434.jpg,three parallel bridges are over a green river .,vegetation,9
NWPU,train,NWPU_24250.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24250.jpg,There are many sea ice linked into sheets .,water,9
UCM,train,UCM_611.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_611.jpg,It is a dense residential area with lots of houses pressed together .,urban,13
NWPU,train,NWPU_6494.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_6494.jpg,The commercial area is near the road with many cars .,transportation,11
RSICD,train,RSICD_7239.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7239.jpg,a lot of green grass grew around the railway station .,vegetation,11
NWPU,train,NWPU_25491.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_25491.jpg,There are full of snow on the snowberg .,unknown,9
NWPU,train,NWPU_29207.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29207.jpg,The bare and green terrace is next to some trees .,vegetation,11
RSICD,train,RSICD_2269.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2269.jpg,many tall buildings and some green trees are in a commercial area .,vegetation,13
NWPU,train,NWPU_7038.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_7038.jpg,A dense residential area with gray and brown buildings .,urban,10
NWPU,train,NWPU_2514.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2514.jpg,The blue sea waves impact the beach with green plants .,water,11
UCM,train,UCM_908.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_908.jpg,There are green turfs and some trees in the golf course .,vegetation,12
RSICD,train,RSICD_3384.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3384.jpg,a road is in many pieces of brown farmlands .,transportation,10
NWPU,train,NWPU_20643.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20643.jpg,The railway station is next to some buildings .,transportation,9
NWPU,train,NWPU_22121.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22121.jpg,The deep blue river has some channel bars and some lakes of different sizes are next to the river .,water,20
RSICD,train,RSICD_4272.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4272.jpg,it is a piece of green meadow .,vegetation,8
NWPU,train,NWPU_27561.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27561.jpg,There are many storage tanks on the bare land next to the river .,landscape,14
NWPU,train,NWPU_98.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_98.jpg,An airport with two parallel runways on the lawn and some buildings beside .,airport,14
NWPU,train,NWPU_11954.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11954.jpg,There are many houses of different shapes and sizes in the industrial zone .,infrastructure,14
RSICD,train,RSICD_2608.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2608.jpg,many buildings and green trees are in a dense residential area .,vegetation,12
RSICD,train,RSICD_4014.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4014.jpg,many buildings in different sizes are in an industrial area .,infrastructure,11
NWPU,train,NWPU_99.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_99.jpg,"There is almost no vegetation near the airport, And there are many blue houses .",vegetation,15
NWPU,train,NWPU_23835.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23835.jpg,A large piece of ice and many small pieces of ice floating around it float on the deep blue sea .,water,21
NWPU,train,NWPU_29075.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29075.jpg,There are some green terraces and brown ones .,vegetation,9
UCM,train,UCM_1207.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1207.jpg,A medium residential area with many houses arranged neatly .,urban,10
RSICD,train,RSICD_9662.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9662.jpg,many green trees are around a circle viaduct with some cars .,vegetation,12
NWPU,train,NWPU_27842.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27842.jpg,There are some storage tanks arranged neatly .,unknown,8
NWPU,train,NWPU_11906.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11906.jpg,There are many houses of different shapes and sizes in the industrial zone .,infrastructure,14
NWPU,train,NWPU_30366.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30366.jpg,There are five clear lakes in this wetland .,unknown,9
RSICD,train,RSICD_3452.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3452.jpg,the little farm consists of grass and crops .,vegetation,9
RSICD,train,RSICD_2554.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2554.jpg,many buildings and green trees are in a dense residential area .,vegetation,12
RSICD,train,RSICD_10775.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10775.jpg,some buildings and green trees are around a baseball field .,vegetation,11
NWPU,train,NWPU_7799.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_7799.jpg,A desert beside some green land .,landscape,7
UCM,train,UCM_203.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_203.jpg,It is a new baseball diamond with sands and grass .,vegetation,11
NWPU,train,NWPU_8655.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8655.jpg,This is a dense forest .,vegetation,6
RSICD,train,RSICD_7185.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7185.jpg,many green trees are in two sides of a railway station .,vegetation,12
NWPU,train,NWPU_8412.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8412.jpg,There are three paths in this forest .,vegetation,8
RSICD,train,RSICD_5256.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5256.jpg,the park with forest and a white tower is between neighborhoods .,vegetation,12
NWPU,train,NWPU_9307.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9307.jpg,The freeway is next to lines of trees with a car .,transportation,12
NWPU,train,NWPU_31105.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31105.jpg,Three blue planes are around the terminal building .,urban,9
NWPU,train,NWPU_3107.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3107.jpg,A bridge connects the land on both sides of the slender river  There are long green river banks on both sides of the river  There are many buildings on the land .,vegetation,32
RSICD,train,RSICD_9473.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9473.jpg,a large number of large storage tanks have been built in the factory .,infrastructure,14
NWPU,train,NWPU_25512.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_25512.jpg,There are much snow and some green land on the snowberg .,vegetation,12
NWPU,train,NWPU_14439.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14439.jpg,There are green Spaces and paths beside the lake in the picture .,vegetation,13
RSICD,train,RSICD_47.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_47.jpg,many planes are in an airport surrounded by many buildings .,airport,11
RSICD,train,RSICD_2190.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2190.jpg,many buildings and some green trees are in a commercial area .,vegetation,12
NWPU,train,NWPU_10865.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10865.jpg,The ground track field is surrounded by some buildings and a park is next to the ground track field .,vegetation,20
UCM,train,UCM_1318.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1318.jpg,Many mobile homes are closed to each other in the mobile home park .,vegetation,14
UCM,train,UCM_919.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_919.jpg,This is a part of a golf course with green turfs and some bunkers and trees .,vegetation,17
RSICD,train,RSICD_3933.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3933.jpg,some large buildings and some farmlands are in an industrial area .,infrastructure,12
NWPU,train,NWPU_9584.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9584.jpg,A freeway with a small bend goes through the block with some houses and a parking lot .,unknown,18
RSICD,train,RSICD_3601.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3601.jpg,many green trees are in a forest .,vegetation,8
NWPU,train,NWPU_11974.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11974.jpg,Here is an industrial area including some neatly arranged blue workshops and a red workshop .,infrastructure,16
NWPU,train,NWPU_26097.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26097.jpg,A sparse residential area with many green trees and a gray building .,urban,13
NWPU,train,NWPU_13130.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13130.jpg,There are zebra crossings at intersections .,unknown,7
NWPU,train,NWPU_10698.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10698.jpg,There are many buildings next to the ground track field .,vegetation,11
UCM,train,UCM_145.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_145.jpg,Four white airplanes are stopped at the airport and the ground is dark .,airport,14
NWPU,train,NWPU_14469.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14469.jpg,Three irregularly shaped pale blue lakes surrounded by green and yellow-brown fields .,vegetation,13
RSICD,train,RSICD_4057.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4057.jpg,many buildings are in an industrial area .,infrastructure,8
NWPU,train,NWPU_21405.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21405.jpg,"Seven neatly arranged green, Tan and khaki mixed rectangular farmlands of different sizes .",vegetation,14
RSICD,train,RSICD_10499.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10499.jpg,four planes are near to a building on an airport .,urban,11
RSICD,train,RSICD_464.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_464.jpg,some small crossed roads are in a piece of yellow bare land.,landscape,12
RSICD,train,RSICD_967.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_967.jpg,a green ocean is near a yellow beach with green trees .,water,12
RSICD,train,RSICD_9404.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9404.jpg,three large white storage tanks are near a river .,water,10
RSICD,train,RSICD_10265.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10265.jpg,a curved bridge across a grey broad river .,transportation,9
NWPU,train,NWPU_11695.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11695.jpg,There are many ships docked neatly at the harbor .,water,10
NWPU,train,NWPU_12275.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12275.jpg,There are some blue buildings on the industrial area beside a lawn .,infrastructure,13
RSICD,train,RSICD_4549.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4549.jpg,some buildings and many green trees are in a medium residential area .,vegetation,13
NWPU,train,NWPU_30202.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30202.jpg,"The wetland consists of bare land, Dry plants and water .",landscape,11
NWPU,train,NWPU_22024.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22024.jpg,There are many brown farmlands and some green trees near the river .,vegetation,13
NWPU,train,NWPU_26336.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26336.jpg,A sparse residential area with a black building on the green meadow .,urban,13
RSICD,train,RSICD_4434.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4434.jpg,the land is covered with green grass .,vegetation,8
NWPU,train,NWPU_11908.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11908.jpg,There are some blue buildings and many black buildings on the industrial area .,infrastructure,14
RSICD,train,RSICD_1017.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1017.jpg,this is a beach with deep green water .,water,9
UCM,train,UCM_1648.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1648.jpg,There are two rows of trees on both banks of the river with grass on the ground .,vegetation,18
NWPU,train,NWPU_29858.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29858.jpg,"There are workshops and machinery in the thermal power station  There are two cooling towers, one steaming .",infrastructure,18
RSICD,train,RSICD_7709.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7709.jpg,many green plants are in two sides of a curved river .,vegetation,12
NWPU,train,NWPU_24006.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24006.jpg,There are many pieces of sea ice .,water,8
RSICD,train,RSICD_10595.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10595.jpg,many green plants are around a playground and a square bare ground .,vegetation,13
NWPU,train,NWPU_16990.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_16990.jpg,The mountain is consist of half of black soil and half of yellow soil .,landscape,15
NWPU,train,NWPU_9854.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9854.jpg,There are three bunkers and some green trees on the golf course .,vegetation,13
RSICD,train,RSICD_691.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_691.jpg,a baseball field is near a road .,vegetation,8
NWPU,train,NWPU_24131.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_24131.jpg,There are many ice on the deep green sea .,vegetation,10
UCM,train,UCM_925.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_925.jpg,This is a part of a golf course with green turfs and some bunkers and trees .,vegetation,17
RSICD,train,RSICD_5928.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5928.jpg,a football field is near a row of small trees and several buildings .,vegetation,14
RSICD,train,RSICD_1444.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1444.jpg,a bridge is on a river with green water .,water,10
NWPU,train,NWPU_30206.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30206.jpg,The wetland consists of bare land and dry plants .,landscape,10
